Key,Russian,English,Comments,English - final,Czech,PortugueseBrazilian,Spanish,Polska,SimplifiedChinese,TraditionalChinese,Japanese,Korean,Deutsch,French,Italiana,Turkish,Hungarian,Ukrainian,Vietnamese
actor.action_task.emperor_coronation,Объявить себя императором,Declare Yourself Emperor,,Declare Yourself Emperor,Prohlásit se za císaře,Declare-se imperador,Declararte emperador,Ogłoś się imperatorem,称帝,自立為帝,皇帝と宣言する,황제 선포,Zum Imperator erklären,Prendre place sur le trône impérial,Proclamati imperatore,Kendini İmparator İlan Et,Kiáltsd ki magad császárnak,Оголосити себе імператором,Tuyên bố bạn là Hoàng đế
statistics.tab.resources,Ресурсы,Resources,,Resources,Suroviny,Recursos,Recursos,Surowce,资源,資源,資源,자원,Ressourcen,Ressources,Risorse,Kaynaklar,Nyersanyagok,Ресурси,Tài nguyên
statistics.tab.peoples,Люди,People,,People,Lidé,Pessoas,Pueblos,Ludność,民众,族群,国民,시민,Leute,Population,Persone,İnsanlar,Népek,Народ,Người dân
display_event.emperor_inquizition_soon,Инквизиция в пути,The Inquisition is on its way,,The Inquisition is on its way,Inkvizice je na cestě,A Inquisição está a caminho,La Inquisición está en camino,Inkwizycja jest już w drodze,审判庭已出发,審判軍正在路上,異端審問軍が進軍中,종교재판단의 진군,Die Inquisition ist auf dem Weg,L'Inquisition est en route,L'Inquisizione è in arrivo,Engizisyon geliyor,Az Inkvizíció úton van,Інквізиція наближається,Cuộc điều tra đang đến
statistics.resources.category.currency,ВАЛЮТА,CURRENCY,,CURRENCY,MĚNA,MOEDA,MONEDA,WALUTA,货币,貨幣,通貨,화폐,WÄHRUNG,MONNAIES,VALUTA,PARA BİRİMİ,PÉNZ,ГРОШІ,TIỀN TỆ
statistics.resources.category.food_and_drinks,ЕДА И НАПИТКИ,FOOD AND DRINKS,,FOOD AND DRINKS,JÍDLO A PITÍ,COMIDA E BEBIDA,COMIDA Y BEBIDA,JEDZENIE I PICIE,饮食,飲食,食料と飲料,음식 및 음료,NAHRUNG UND GETRÄNKE,NOURRITURE ET BOISSON,CIBI E BEVANDE,GIDA VE İÇECEKLER,ÉLELEM ÉS ITALOK,ЇЖА І НАПОЇ,THỰC PHẨM VÀ ĐỒ UỐNG
statistics.resources.category.extracted,ДОБЫВАЕМЫЕ РЕСУРСЫ,EXTRACTED RESOURCES,,EXTRACTED RESOURCES,VYTĚŽENÉ SUROVINY,RECURSOS EXTRAÍDOS,RECURSOS EXTRAÍDOS,UZYSKANE ZASOBY,开采出的资源,採集到的資源,引き出した資源,채취한 자원,GEFÖRDERTE RESSOURCEN,RESSOURCES D'EXPLOITATION,RISORSE ESTRATTE,ÇIKARILAN KAYNAKLAR,KINYERT NYERSANYAGOK,ВИДОБУВАНІ РЕСУРСИ,TÀI NGUYÊN KHAI THÁC
statistics.resources.category.manufactured,ПРОИЗВОДИМЫЕ РЕСУРСЫ,MANUFACTURED RESOURCES,,MANUFACTURED RESOURCES,VYROBENÉ SUROVINY,RECURSOS PRODUZIDOS,RECURSOS MANUFACTURADOS,WYTWORZONE ZASOBY,生产出的资源,製作而成的資源,製造した資源,제조한 자원,HERGESTELLTE RESSOURCEN,RESSOURCES PRODUITES,RISORSE LAVORATE,ÜRETİLEN KAYNAKLAR,GYÁRTOTT NYERSANYAGOK,ВИРОБЛЕНІ РЕСУРСИ,TÀI NGUYÊN SẢN XUẤT
statistics.resources.category.weapon_and_armor,ОРУЖИЕ И БРОНЯ,WEAPONS AND ARMOR,,WEAPONS AND ARMOR,ZBRAŇ A ZBROJ,ARMAS E ARMADURAS,ARMAS Y ARMADURAS,BROŃ I PANCERZ,武器与盔甲,武器和盔甲,武器と鎧,무기 및 방어구,WAFFEN UND RÜSTUNG,ARMES ET ARMURE,ARMI E ARMATURE,SİLAH VE ZIRH,FEGYVER ÉS PÁNCÉL,ЗБРОЯ ТА ОБЛАДУНКИ,VŨ KHÍ VÀ ÁO GIAP
statistics.resources.special_hint.consumed,Использовалось Лордами и Пленными,Consumed by Lords and Prisoners,,Consumed by Lords and Prisoners,Spotřeba lordů a vězňů,Consumido por nobres e prisioneiros,Consumidos por señores y prisioneros,Spożyte przez lordów i jeńców,由领主和囚犯所消耗,被貴族和囚犯消耗,領主と囚人が消費,영주 및 수감자의 소비량,Von Lord und Sklaven konsumiert,Consommation des nobles et des esclaves,Usate da nobili e prigionieri,Asilzadeler ve mahkûmlar tarafından tüketildi,Nemesek és foglyok fogyasztása,Спожито вельможами та в'язнями,Tiêu thụ bởi các lãnh chúa và tù nhân
menu.ending.titile.emperor.fail,Поражение!,Defeat!,,Defeat!,Porážka!,Derrota,¡Derrota!,Porażka!,失败！,失敗！,敗北！,패배!,Niederlage!,Échec !,Sconfitta!,Yenildin!,Vereség!,Поразка!,Thất bại!
menu.ending.text.emperor.fail,"Вы не выстояли против Инквизиции. 

Ваша провинция сожжена, ваше государство распущено, а все короли выучили урок, и еще долго не осмелятся бросить вызов Церкви.

Чтобы никто не смог противостоять Любящей Семье в будущем, Инквизиция также сжигает все книги и под страхом смерти запрещает грамотность.

Норланд погружается в пучину темных веков...","You could not withstand the Inquisition.

Your province is burned, your state dissolved, and all kings have learned their lesson and will not dare to challenge the Church for a long time.

To ensure that no one can oppose the Loving Family in the future, the Inquisition also burns all books and forbids literacy under the threat of death.

Norland plunges into the abyss of the Dark Ages...",,"You could not withstand the Inquisition.

Your province is burned, your state dissolved, and all kings have learned their lesson and will not dare to challenge the Church for a long time.

To ensure that no one can oppose the Loving Family in the future, the Inquisition also burns all books and forbids literacy under the threat of death.

Norland plunges into the abyss of the Dark Ages...","Nepodařilo se ti ustát inkvizici.

Tvoje provincie je vypálená, stát rozpuštěn a všichni králové se poučili a dlouho se neodváží vzdorovat církvi.

Aby se v budoucnu Milující rodině nikdo nestavěl na odpor, inkvizice rovněž spálí všechny knihy a zakáže gramotnost pod výhružkou smrtí.

Norland se řítí do propasti období temna...","Você não conseguiu resistir à Inquisição.

Sua província foi queimada, seu estado dissolvido e todos os rei aprenderam a lição: ninguém ousará desafiar a Igreja por um longo tempo.

Para garantir que ninguém se oponha à Família Amorosa no futuro, a Inquisição também queimou todos os livros e proibiu a leitura sobre ameaça de morte.

A Norlândia mergulha no abismo de uma Idade de Trevas...","No has tenido ninguna oportunidad contra la Inquisición.

Tu provincia ha quedado arrasada, tu estado se ha disuelto y todos los monarcas han aprendido la lección y no se atreverán a desafiar a la Iglesia durante bastante tiempo.

La Inquisición también va a quemar todos los libros y prohibir toda literatura bajo pena de muerte, para asegurarse de que nadie pueda oponerse a la Familia Feliz en el futuro.

Norland se sumerge en el abismo del oscurantismo...","Inkwizycja okazała się dla ciebie zbyt potężna.

Twoja prowincja została spalona, a państwo się rozpadło. Wszyscy królowie dostali nauczkę i przez długi czas nie ośmielą się rzucić wyzwania Kościołowi.

Aby dopilnować, żeby w przyszłości nikt nie sprzeciwiał się Kochającemu Rodowi, Inkwizycja pali też wszystkie księgi i pod groźbą kary śmierci zakazuje czytelnictwa.

Norland osuwa się w otchłań mrocznych wieków…","你未能抵挡住审判庭的进攻。

你的省邦被付之一炬，从此灰飞烟灭。所有的君王都看到了你的下场，个个噤若寒蝉。在接下来的漫长岁月中，再也无人胆敢挑战教会的权威。

为了使神爱之家万世永存，审判庭制定了严刑峻法，还焚烧了所有的书籍，禁止人们读书认字。

自此，黑暗时代已经降临，诺兰德陷入了野蛮蒙昧的深渊……","你無法抵擋審判軍。

你的省邦遭到摧毀，你的州省遭到瓦解，而所有君王都學到了教訓，在很長一段時間內都也不敢挑戰教會。

為了確保未來沒人敢對神愛之家提出異議，審判軍還焚毀了所有書，並禁止閱讀，違者只有死路一條。

諾蘭德墮入至暗時代的深淵之中……","異端審問軍の攻撃に耐えることができなかった。

あなたの王国は焼き払われ、国家は解体され、すべての王は教訓を学び、長い間教会に異議を唱える勇気を持つことはないだろう。

これから先、誰一人としてラヴィング一族に逆らえないようにするため、異端審問軍はすべての書物も焼き払い、死の恐怖を植え付けて識字を禁じた。

ノーランドは暗黒時代の深淵へと突き落とされた...","종교재판단의 공격을 버텨내지 못했습니다.

영지가 불타고 국가가 해체되었으며, 모든 왕들이 교훈을 얻어 오랫동안 그 누구도 감히 교회에 도전하지 않을 것입니다.

향후 아무도 사랑의 가족을 거스를 수 없도록 종교재판단은 모든 책을 불태우고 문해를 금지하며 이를 위반할 경우 사형에 처합니다.

Norland는 암흑기의 어두운 심연으로 빠져듭니다...","Du konntest dich nicht gegen die Inquisition behaupten.

Deine Provinz wurde niedergebrannt, dein Staat aufgelöst und alle Könige haben ihre Lektion gelernt – sie werden es nicht so schnell erneut wagen, die Kirche herauszufordern.

Um sicherzugehen, dass sich auch in Zukunft niemand gegen die Liebende Familie widersetzen wird, verbrennt die Inquisition sämtliche Bücher und verbietet Bildung unter Androhung der Todesstrafe.

Norland steht ein neues dunkles Zeitalter bevor ...","Vous n'avez rien pu faire face à l'Inquisition.

Votre province a été réduite en cendres, votre État a été dissous et tous ses monarques y réfléchiront à deux fois avant de contester l'autorité de l'Église.

Pour éviter toute opposition future à la Famille de l'étreinte divine, l'Inquisition a également détruit tous les livres et interdit toute alphabétisation sous peine de mort.

Le Norland plonge dans un nouvel âge sombre…","Non hai potuto fronteggiare l'Inquisizione.

La tua provincia è stata bruciata, il tuo stato non esiste più e tutti i monarchi hanno imparato la lezione, non oseranno sfidare la Chiesa per un bel po'.

Per assicurare che nessuno si opponga alla famiglia benevola in futuro, l'Inquisizione brucia inoltre tutti i libri e vieta l'alfabetizzazione sotto minaccia di morte.

Norland sprofonda negli abissi dei secoli bui...","Engizisyon'a karşı duramadın.

Vilayetin ateşe verildi, eyaletin dağıldı ve tüm hükümdarlar derslerini aldı. Artık kimse bir müddet Kilise'ye karşı gelmeye cesaret edemez.

Kimsenin gelecekte Sevecen Aile'ye karşı gelmemesini sağlamak için Engizisyon tüm kitapları yaktı ve okuryazarlık, cezası ölüm olmak üzere yasaklandı.

Norland, Karanlık Çağların çukuruna doğru sürükleniyor...","Az Inkvizíciónak nem tudtál ellenállni.

Tartományodat felégették, államodat feloszlatták ,és minden uralkodó megtanulta a leckét: sokáig nem mernek kihívást intézni az Egyház ellen.

Hogy a jövőben senki ne szállhasson szembe a Szerető Családdal, az inkvizíció minden könyvet eléget, és főbenjáró bűnnek nyilvánítja az írástudást.

Norland a sötét középkor mélységeibe zuhan…","Ви не змогли протистояти Інквізиції.

Вашу провінцію спалено, державу розформовано, а всі монархи засвоїли урок і ще довго не наважаться кинути виклик Церкві.

Щоб у майбутньому ніхто не зміг протистояти Люблячій сім'ї, Інквізиція також спалює всі книги та забороняє грамотність під загрозою смерті.

Норланд занурюється в безодню темних часів…","Bạn không thể chống lại cuộc điều tra.

Tỉnh của bạn bị thiêu rụi, nhà nước của bạn bị giải thể, và tất cả các vua chúa đã học được bài học của mình và sẽ không dám thách thức Giáo hội trong một thời gian dài.

Để đảm bảo rằng không ai có thể chống lại Gia đình Yêu thương trong tương lai, cuộc điều tra cũng thiêu hủy tất cả các sách và cấm việc biết chữ dưới hình phạt tử hình.

Norland rơi vào vực thẳm của Thời kỳ Tối tăm...
"
